"command","value","kind","type","default","prefix","module","platform_text","runtime_editable","startup_only","in_default_engine","in_scalability","scalability_group","scalability_sections","current_project_values","test_method","safe_test_values","config_target","test_priority","skip_or_review_reason","baseline_fps","test_fps","fps_delta_percent","quality_impact","recommendation","project_setting_value","notes","usage","help","flags","run_id","map","resolution","avg_gpu_ms","avg_renderthread_ms","avg_gamethread_ms","frames","duration_seconds","hitch_count","profile_csv","fpschart_log","fpschart_html","launch_notes","comparison_method","paired_baseline_fpschart_log","paired_test_fpschart_log","paired_baseline_avg_gpu_ms","paired_test_avg_gpu_ms"
"r.TSR.History.R11G11B10","1","CVar","int32","","r","后处理/TSR","Windows D3D12 SM6 <GPU>","true","false","false","true","true","AntiAliasingQuality","","runtime_scalability_candidate","0;1","DefaultScalability.ini","P0","","104.42","110.73","6.04","Uses R11G11B10 TSR history to save memory bandwidth. Expected visual risk is subtle precision/banding differences in TSR history, requiring image stability review.","candidate_bandwidth_gain_subtle_tsr_review_required","1","Paired A/B same-process result on <BenchmarkMap>: baseline 104.42 FPS, test 110.73 FPS, delta 6.04%. Baseline GPU 7.09 ms, test GPU 6.87 ms. Needs visual review before permanent project config adoption.","r.TSR.History.R11G11B10=1","Select the bitdepth of the history. R11G11B10 saves memory bandwidth.","ECVF_Scalability","ab_r_TSR_History_R11G11B10_1_20260616_144830","<BenchmarkMap>","1280x720","6.87","9.02","6.26","280","2.53","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_144830).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.49.22\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.49.22\<BenchmarkMap>-2026.06.16-14.49.22-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.TSR.History.R11G11B10=1 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_TSR_History_R11G11B10_1.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.49.18\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.49.22\<BenchmarkMap>-FPS-WindowsEditor.log","7.09","6.87"
"r.ContactShadows","0","CVar","int32","","r","阴影","Windows D3D12 SM6 <GPU>","true","false","false","true","true","ShadowQuality","","runtime_scalability_candidate","0;1","DefaultScalability.ini lower tiers or runtime user setting if adopted","P0","","113.40","117.21","3.36","Disables contact shadows. Can improve shadow cost but visibly reduces small grounding/contact detail under lights.","shadow_quality_tradeoff_candidate_visual_review_required","0","Paired A/B same-process result on <BenchmarkMap>: baseline 113.40 FPS, test 117.21 FPS, delta 3.36%. Baseline GPU 6.01 ms, test GPU 6.03 ms. Needs visual review before permanent project config adoption.","r.ContactShadows=0","Enables or disables contact shadows.","ECVF_Scalability","ab_r_ContactShadows_0_20260616_144933","<BenchmarkMap>","1280x720","6.03","8.52","6.35","280","2.39","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_144934).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.50.25\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.50.25\<BenchmarkMap>-2026.06.16-14.50.25-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.ContactShadows=0 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_ContactShadows_0.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.50.22\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.50.25\<BenchmarkMap>-FPS-WindowsEditor.log","6.01","6.03"
"r.AmbientOcclusionMaxQuality","50","CVar","float","","r","GI/AO","Windows D3D12 SM6 <GPU>","true","false","false","true","true","PostProcessQuality","","runtime_scalability_candidate","0;50;100;150","DefaultScalability.ini PostProcessQuality","P0","","109.84","113.55","3.38","Medium: clamps screen-space ambient occlusion quality and can reduce crevice/contact darkening detail, especially if SSAO contributes alongside Lumen.","quality_tradeoff_candidate_visual_review_required","50","Paired A/B same-process result on <BenchmarkMap>: baseline 109.84 FPS, test 113.55 FPS, delta 3.38%. Baseline GPU 6.46 ms, test GPU 6.40 ms. Treat as quality/performance tradeoff until visual review.","r.AmbientOcclusionMaxQuality=50","Defines the max clamping value from the post process volume quality level for SSAO.","ECVF_Scalability","ab_r_AmbientOcclusionMaxQuality_50_20260616_145337","<BenchmarkMap>","1280x720","6.40","8.79","6.39","280","2.47","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_145337).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.54.28\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.54.28\<BenchmarkMap>-2026.06.16-14.54.28-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.AmbientOcclusionMaxQuality=50 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_AmbientOcclusionMaxQuality_50.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.54.24\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.54.28\<BenchmarkMap>-FPS-WindowsEditor.log","6.46","6.40"
"r.SSR.Quality","1","CVar","int32","","r","反射/后处理","Windows D3D12 SM6 <GPU>","true","false","false","true","true","ReflectionQuality","","runtime_scalability_candidate","0;1;3;6","DefaultScalability.ini ReflectionQuality","P0","","123.33","129.73","5.19","Medium/High: lowers screen-space reflection quality; may no-op or be less visible if Lumen reflections dominate, but reflective materials need review.","quality_tradeoff_candidate_visual_review_required","1","Paired A/B same-process result on <BenchmarkMap>: baseline 123.33 FPS, test 129.73 FPS, delta 5.19%. Baseline GPU 5.06 ms, test GPU 5.08 ms. Treat as quality/performance tradeoff until visual review.","r.SSR.Quality=1","Whether to use screen space reflections and at what quality setting.","ECVF_Scalability","ab_r_SSR_Quality_1_20260616_145437","<BenchmarkMap>","1280x720","5.08","7.71","5.35","280","2.16","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_145437).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.55.27\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.55.27\<BenchmarkMap>-2026.06.16-14.55.27-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.SSR.Quality=1 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_SSR_Quality_1.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.55.25\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.55.27\<BenchmarkMap>-FPS-WindowsEditor.log","5.06","5.08"
"r.Shadow.DistanceScale","0.8","CVar","float","","r","阴影","Windows D3D12 SM6 <GPU>","true","false","false","true","true","ShadowQuality","","runtime_scalability_candidate","0;0.5;0.8;1;1.5","DefaultScalability.ini ShadowQuality lower tiers","P0","","125.88","132.67","5.39","Medium: reduces dynamic shadow distance, improving cost when distant shadows are present but can visibly remove far shadows.","quality_tradeoff_candidate_visual_review_required","0.8","Paired A/B same-process result on <BenchmarkMap>: baseline 125.88 FPS, test 132.67 FPS, delta 5.39%. Baseline GPU 4.48 ms, test GPU 4.58 ms. Treat as quality/performance tradeoff until visual review.","r.Shadow.DistanceScale=0.8","Scales dynamic shadow distance.","ECVF_Scalability","ab_r_Shadow_DistanceScale_0_8_20260616_145537","<BenchmarkMap>","1280x720","4.58","7.53","6.37","280","2.11","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_145537).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.56.28\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.56.28\<BenchmarkMap>-2026.06.16-14.56.28-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.Shadow.DistanceScale=0.8 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_Shadow_DistanceScale_0_8.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.56.25\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.56.28\<BenchmarkMap>-FPS-WindowsEditor.log","4.48","4.58"
"r.Shadow.MaxResolution","2048","CVar","int32","","r","阴影","Windows D3D12 SM6 <GPU>","true","false","false","true","true","ShadowQuality","","runtime_scalability_candidate","1024;2048;4096","DefaultScalability.ini ShadowQuality lower tiers","P0","","119.28","120.85","1.32","Medium: caps shadow map resolution; can soften high-detail shadows and reduce aliasing stability depending on light setup.","possible_candidate_small_gain_visual_review_required","2048","Paired A/B same-process result on <BenchmarkMap>: baseline 119.28 FPS, test 120.85 FPS, delta 1.32%. Baseline GPU 5.20 ms, test GPU 5.19 ms. Treat as quality/performance tradeoff until visual review.","r.Shadow.MaxResolution=2048","Max square dimensions in texels allowed for rendering shadow depths.","ECVF_Scalability","ab_r_Shadow_MaxResolution_2048_20260616_145637","<BenchmarkMap>","1280x720","5.19","8.25","6.54","280","2.32","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_145638).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.57.28\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.57.28\<BenchmarkMap>-2026.06.16-14.57.28-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.Shadow.MaxResolution=2048 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_Shadow_MaxResolution_2048.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.57.25\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.57.28\<BenchmarkMap>-FPS-WindowsEditor.log","5.20","5.19"
"r.Lumen.HardwareRayTracing.HitLighting.Allowed","0","CVar","int32","","r","Lumen","Windows D3D12 SM6 <GPU>","true","false","false","true","true","GlobalIlluminationQuality","","runtime_scalability_candidate","0;1","DefaultScalability.ini GlobalIlluminationQuality lower tiers","P0","","110.31","115.63","4.82","High: disables Lumen hardware ray tracing hit lighting path where used; can reduce lighting/reflection accuracy and should be reviewed in reflective/interior scenes.","lumen_rt_quality_tradeoff_candidate_visual_review_required","0","Paired A/B same-process result on <BenchmarkMap>: baseline 110.31 FPS, test 115.63 FPS, delta 4.82%. Baseline GPU 6.34 ms, test GPU 6.03 ms. Treat as quality/performance tradeoff until visual review.","r.Lumen.HardwareRayTracing.HitLighting.Allowed=0","Whether to allow HitLighting.","ECVF_Scalability","ab_r_Lumen_HardwareRayTracing_HitLighting_Allowed_0_20260616_145738","<BenchmarkMap>","1280x720","6.03","8.63","6.39","280","2.42","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_145738).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.58.29\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.58.29\<BenchmarkMap>-2026.06.16-14.58.29-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.Lumen.HardwareRayTracing.HitLighting.Allowed=0 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_Lumen_HardwareRayTracing_HitLighting_Allowed_0.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.58.26\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-14.58.29\<BenchmarkMap>-FPS-WindowsEditor.log","6.34","6.03"
"r.MaterialQualityLevel","0","CVar","int32","","r","材质","Windows D3D12 SM6 <GPU>","true","false","false","true","true","EffectsQuality","","runtime_scalability_candidate","0;1","DefaultScalability.ini EffectsQuality lower tiers","P0","","124.89","134.91","8.02","High: switches materials using quality switches to low quality. Can improve shader cost only if project materials use quality branches, but may visibly remove expensive material features.","material_quality_tradeoff_candidate_visual_review_required","0","Paired A/B same-process result on <BenchmarkMap>: baseline 124.89 FPS, test 134.91 FPS, delta 8.02%. Baseline GPU 4.79 ms, test GPU 4.66 ms. Treat as quality/performance tradeoff until visual review.","r.MaterialQualityLevel=0","0 corresponds to low quality materials, 1 high, 2 medium, 3 Epic.","ECVF_Scalability | ECVF_RenderThreadSafe","ab_r_MaterialQualityLevel_0_20260616_150330","<BenchmarkMap>","1280x720","4.66","7.34","5.78","280","2.08","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_150330).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.04.21\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.04.21\<BenchmarkMap>-2026.06.16-15.04.21-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.MaterialQualityLevel=0 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_MaterialQualityLevel_0.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.04.18\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.04.21\<BenchmarkMap>-FPS-WindowsEditor.log","4.79","4.66"
"r.DetailMode","1","CVar","int32","","r","材质","Windows D3D12 SM6 <GPU>","true","false","false","true","true","EffectsQuality","","runtime_scalability_candidate","0;1;3;6","DefaultScalability.ini EffectsQuality lower tiers","P0","","125.58","134.84","7.37","High: hides actors/components assigned to higher detail modes. Can boost performance if the map uses detail-mode gating, but can remove scene dressing.","detail_mode_tradeoff_candidate_visual_review_required","1","Paired A/B same-process result on <BenchmarkMap>: baseline 125.58 FPS, test 134.84 FPS, delta 7.37%. Baseline GPU 4.41 ms, test GPU 4.22 ms. Treat as quality/performance tradeoff until visual review.","r.DetailMode=1","Controls primitive detail mode visibility.","ECVF_Scalability | ECVF_RenderThreadSafe","ab_r_DetailMode_1_20260616_150430","<BenchmarkMap>","1280x720","4.22","7.40","6.26","280","2.08","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_150430).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.05.21\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.05.21\<BenchmarkMap>-2026.06.16-15.05.21-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.DetailMode=1 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_DetailMode_1.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.05.18\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.05.21\<BenchmarkMap>-FPS-WindowsEditor.log","4.41","4.22"
"r.TemporalAA.Quality","1","CVar","int32","","r","后处理/抗锯齿","Windows D3D12 SM6 <GPU>","true","false","false","true","true","AntiAliasingQuality","","runtime_scalability_candidate","0;1;2;4","DefaultScalability.ini AntiAliasingQuality lower tiers","P0","","124.76","133.91","7.33","Medium: lowers temporal AA quality. Can reduce anti-aliasing cost but may increase shimmer, ghosting, or edge instability.","aa_quality_tradeoff_candidate_visual_review_required","1","Paired A/B same-process result on <BenchmarkMap>: baseline 124.76 FPS, test 133.91 FPS, delta 7.33%. Baseline GPU 4.43 ms, test GPU 4.33 ms. Treat as quality/performance tradeoff until visual review.","r.TemporalAA.Quality=1","Quality of the main Temporal AA pass.","ECVF_Scalability | ECVF_RenderThreadSafe","ab_r_TemporalAA_Quality_1_20260616_150530","<BenchmarkMap>","1280x720","4.33","7.39","6.38","280","2.09","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_150531).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.06.22\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.06.22\<BenchmarkMap>-2026.06.16-15.06.22-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.TemporalAA.Quality=1 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_TemporalAA_Quality_1.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.06.19\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.06.22\<BenchmarkMap>-FPS-WindowsEditor.log","4.43","4.33"
"r.TSR.History.UpdateQuality","1","CVar","int32","","r","后处理/TSR","Windows D3D12 SM6 <GPU>","true","false","false","true","true","AntiAliasingQuality","","runtime_scalability_candidate","0;1;3;6","DefaultScalability.ini AntiAliasingQuality lower tiers","P0","","106.79","113.06","5.87","Medium: lowers TSR history update shader quality. May reduce cost but can reduce reconstruction stability on motion/highlights.","tsr_quality_tradeoff_candidate_visual_review_required","1","Paired A/B same-process result on <BenchmarkMap>: baseline 106.79 FPS, test 113.06 FPS, delta 5.87%. Baseline GPU 6.60 ms, test GPU 6.52 ms. Treat as quality/performance tradeoff until visual review.","r.TSR.History.UpdateQuality=1","Selects shader permutation quality of TSR history update pass.","ECVF_Scalability | ECVF_RenderThreadSafe","ab_r_TSR_History_UpdateQuality_1_20260616_150631","<BenchmarkMap>","1280x720","6.52","8.84","6.27","280","2.48","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_150631).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.07.22\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.07.22\<BenchmarkMap>-2026.06.16-15.07.22-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.TSR.History.UpdateQuality=1 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_TSR_History_UpdateQuality_1.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.07.18\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.07.22\<BenchmarkMap>-FPS-WindowsEditor.log","6.60","6.52"
"r.Lumen.ScreenProbeGather.ShortRangeAO.DownsampleFactor","2","CVar","int32","","r","Lumen","Windows D3D12 SM6 <GPU>","true","false","false","true","true","GlobalIlluminationQuality","","runtime_scalability_candidate","0;1;2;4","DefaultScalability.ini GlobalIlluminationQuality lower tiers","P0","","106.15","115.50","8.81","Medium: downsamples Lumen short-range AO. Can improve GI/AO cost but may soften contact occlusion and near-field grounding.","lumen_ao_tradeoff_candidate_visual_review_required","2","Paired A/B same-process result on <BenchmarkMap>: baseline 106.15 FPS, test 115.50 FPS, delta 8.81%. Baseline GPU 6.56 ms, test GPU 6.45 ms. Treat as quality/performance tradeoff until visual review.","r.Lumen.ScreenProbeGather.ShortRangeAO.DownsampleFactor=2","Downsampling factor for ShortRangeAO.","ECVF_Scalability | ECVF_RenderThreadSafe","ab_r_Lumen_ScreenProbeGather_ShortRangeAO_DownsampleFactor_2_20260616_150731","<BenchmarkMap>","1280x720","6.45","8.65","6.17","280","2.42","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_150731).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.08.22\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.08.22\<BenchmarkMap>-2026.06.16-15.08.22-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.Lumen.ScreenProbeGather.ShortRangeAO.DownsampleFactor=2 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_Lumen_ScreenProbeGather_ShortRangeAO_DownsampleFactor_2.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.08.19\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.08.22\<BenchmarkMap>-FPS-WindowsEditor.log","6.56","6.45"
"r.LumenScene.SurfaceCache.AtlasSize","2048","CVar","int32","","r","Lumen","Windows D3D12 SM6 <GPU>","true","false","false","true","true","GlobalIlluminationQuality","","runtime_scalability_candidate","0;1;2048;4096;8192","DefaultScalability.ini GlobalIlluminationQuality lower tiers","P0","","124.39","137.03","10.16","High: reduces Lumen surface cache atlas size. Can save memory/GPU work but risks lower indirect lighting detail and cache quality.","lumen_surface_cache_tradeoff_candidate_visual_review_required","2048","Paired A/B same-process result on <BenchmarkMap>: baseline 124.39 FPS, test 137.03 FPS, delta 10.16%. Baseline GPU 4.40 ms, test GPU 4.30 ms. Treat as quality/performance tradeoff until visual review.","r.LumenScene.SurfaceCache.AtlasSize=2048","Surface cache card atlas size.","ECVF_Scalability | ECVF_RenderThreadSafe","ab_r_LumenScene_SurfaceCache_AtlasSize_2048_20260616_150831","<BenchmarkMap>","1280x720","4.30","7.15","6.43","280","2.04","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_150831).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.09.22\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.09.22\<BenchmarkMap>-2026.06.16-15.09.22-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.LumenScene.SurfaceCache.AtlasSize=2048 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_LumenScene_SurfaceCache_AtlasSize_2048.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.09.19\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.09.22\<BenchmarkMap>-FPS-WindowsEditor.log","4.40","4.30"
"r.TSR.RejectionAntiAliasingQuality","1","CVar","int32","","r","后处理/TSR","Windows D3D12 SM6 <GPU>","true","false","false","true","true","AntiAliasingQuality","","runtime_scalability_candidate","0;1;3;6","DefaultScalability.ini AntiAliasingQuality lower tiers","P0","","122.55","135.30","10.40","Medium: lowers TSR rejection anti-aliasing quality. Can reduce reconstruction cost but may increase jagged rejected-history areas and shimmer.","tsr_quality_tradeoff_candidate_visual_review_required","1","Paired A/B same-process result on <BenchmarkMap>: baseline 122.55 FPS, test 135.30 FPS, delta 10.40%. Baseline GPU 4.54 ms, test GPU 4.33 ms. Treat as quality/performance tradeoff until visual review.","r.TSR.RejectionAntiAliasingQuality=1","Controls the quality of TSR built-in spatial anti-aliasing when history is rejected.","ECVF_Scalability | ECVF_RenderThreadSafe","ab_r_TSR_RejectionAntiAliasingQuality_1_20260616_151052","<BenchmarkMap>","1280x720","4.33","7.33","6.39","280","2.07","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_151053).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.11.44\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.11.44\<BenchmarkMap>-2026.06.16-15.11.44-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.TSR.RejectionAntiAliasingQuality=1 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_TSR_RejectionAntiAliasingQuality_1.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.11.41\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-15.11.44\<BenchmarkMap>-FPS-WindowsEditor.log","4.54","4.33"
