command,kind,type,default,prefix,module,platform_text,runtime_editable,startup_only,in_default_engine,in_scalability,scalability_group,scalability_sections,current_project_values,test_method,safe_test_values,config_target,test_priority,skip_or_review_reason,baseline_fps,test_fps,fps_delta_percent,quality_impact,recommendation,project_setting_value,notes,usage,help,flags
r.SkylightIntensityMultiplier,CVar,string,,r,通用,All,true,false,false,true,true,GlobalIlluminationQuality@0;GlobalIlluminationQuality@1;GlobalIlluminationQuality@2;GlobalIlluminationQuality@3;GlobalIlluminationQuality@Cine,,manual_value_review,,DefaultScalability.ini,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.SkylightIntensityMultiplier=<值>` / `r.SkylightIntensityMultiplier <值>` 或 INI 中配置,"Intensity scale on Stationary and Movable skylights.  This is useful to control overall lighting contrast in dynamically lit games with scalability levels which disable Ambient Occlusion.  For example, if medium quality disables SSAO and DFAO, reduce skylight intensity.",ECVF_Scalability | ECVF_RenderThreadSafe
r.SkylightRecapture,Command,string,,r,通用,All,true,false,false,false,false,,,manual_command_review,,Runtime console or user setting if adopted,P3,"Console command, not a settable CVar.",,,,untested,untested,,,`r.SkylightRecapture`（可带参数，具体见帮助说明）,"Updates all stationary and movable skylights, useful for debugging the capture pipeline",
r.SkylightUpdateEveryFrame,CVar,string,,r,渲染管线,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.SkylightUpdateEveryFrame=<值>` / `r.SkylightUpdateEveryFrame <值>` 或 INI 中配置,Whether to update all skylights every frame.  Useful for debugging.,ECVF_Default
r.SMAA.DebugVisualization,CVar,int32,0,r,后处理,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.SMAA.DebugVisualization=<值>` / `r.SMAA.DebugVisualization <值>` 或 INI 中配置,Selects the SMAA debug visualization mode.\n,ECVF_RenderThreadSafe
r.SparseVolumeTexture.Streaming.AsyncCompute,CVar,string,,r,材质,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.SparseVolumeTexture.Streaming.AsyncCompute=<值>` / `r.SparseVolumeTexture.Streaming.AsyncCompute <值>` 或 INI 中配置,Schedule GPU work in async compute queue.,ECVF_RenderThreadSafe
r.SparseVolumeTexture.Streaming.AsyncThread,CVar,string,,r,材质,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.SparseVolumeTexture.Streaming.AsyncThread=<值>` / `r.SparseVolumeTexture.Streaming.AsyncThread <值>` 或 INI 中配置,Perform most of the SVT streaming on an asynchronous worker thread instead of the rendering thread.,ECVF_RenderThreadSafe
r.SparseVolumeTexture.Streaming.BandwidthLimit,CVar,string,,r,材质,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.SparseVolumeTexture.Streaming.BandwidthLimit=<值>` / `r.SparseVolumeTexture.Streaming.BandwidthLimit <值>` 或 INI 中配置,"Bandwidth limit for SVT streaming in MiB/s. When requests exceed this limit, the system will stream at lower mip levels instead.",ECVF_RenderThreadSafe
r.SparseVolumeTexture.Streaming.EmptyPhysicalTileTextures,CVar,string,,r,材质,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.SparseVolumeTexture.Streaming.EmptyPhysicalTileTextures=<值>` / `r.SparseVolumeTexture.Streaming.EmptyPhysicalTileTextures <值>` 或 INI 中配置,Streams out all streamable tiles of all physical tile textures.,ECVF_RenderThreadSafe
r.SparseVolumeTexture.Streaming.ForceBlockingRequests,CVar,string,,r,材质,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.SparseVolumeTexture.Streaming.ForceBlockingRequests=<值>` / `r.SparseVolumeTexture.Streaming.ForceBlockingRequests <值>` 或 INI 中配置,"If enabled, all SVT streaming requests will block on completion, guaranteeing that requested mip levels are available in the same frame they have been requested in (if there is enough memory available to stream them in).",ECVF_RenderThreadSafe
r.SparseVolumeTexture.Streaming.ForceEstimateFrameRate,CVar,string,,r,材质,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.SparseVolumeTexture.Streaming.ForceEstimateFrameRate=<值>` / `r.SparseVolumeTexture.Streaming.ForceEstimateFrameRate <值>` 或 INI 中配置,Forces the streaming system to always estimate the SVT playback frame rate instead of using the explicit frame rate that is passed in with the streaming requests. Intended for debugging.,ECVF_RenderThreadSafe
r.SparseVolumeTexture.Streaming.InstanceCleanupThreshold,CVar,string,,r,材质,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.SparseVolumeTexture.Streaming.InstanceCleanupThreshold=<值>` / `r.SparseVolumeTexture.Streaming.InstanceCleanupThreshold <值>` 或 INI 中配置,Number of SVT streaming system updates to wait until unused streaming instances are cleaned up. A streaming instance is an internal book keeping object to track playback of a SVT asset in a given context. Default: 5,ECVF_RenderThreadSafe
r.SparseVolumeTexture.Streaming.InstanceWindowSize,CVar,string,,r,材质,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.SparseVolumeTexture.Streaming.InstanceWindowSize=<值>` / `r.SparseVolumeTexture.Streaming.InstanceWindowSize <值>` 或 INI 中配置,Window size in SVT frames around which requests to a SVT are considered to belong to the same instance. A streaming instance is an internal book keeping object to track playback of a SVT asset in a given context. Default: 5.0,ECVF_RenderThreadSafe
r.SparseVolumeTexture.Streaming.PrintMemoryStats,CVar,string,,r,材质,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.SparseVolumeTexture.Streaming.PrintMemoryStats=<值>` / `r.SparseVolumeTexture.Streaming.PrintMemoryStats <值>` 或 INI 中配置,Prints memory sizes of all frames of all SVTs registered with the streaming system.,ECVF_RenderThreadSafe
r.SparseVolumeTexture.Streaming.RequestMipBias,CVar,string,,r,材质,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.SparseVolumeTexture.Streaming.RequestMipBias=<值>` / `r.SparseVolumeTexture.Streaming.RequestMipBias <值>` 或 INI 中配置,Bias to apply the calculated mip level to stream at. This is used to account for the mip estimation based on projected screen space size being very conservative.,ECVF_Default
r.SparseVolumeTexture.Streaming.RequestSize,CVar,string,,r,材质,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.SparseVolumeTexture.Streaming.RequestSize=<值>` / `r.SparseVolumeTexture.Streaming.RequestSize <值>` 或 INI 中配置,IO request size in KiB. The SVT streaming manager will attempt to create IO requests of roughly this size. Default: -1 (unlimited),ECVF_RenderThreadSafe
r.SparseVolumeTexture.Streaming.RequestSizeGranularity,CVar,string,,r,材质,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.SparseVolumeTexture.Streaming.RequestSizeGranularity=<值>` / `r.SparseVolumeTexture.Streaming.RequestSizeGranularity <值>` 或 INI 中配置,Rounds up calculated streaming request sizes to a multiple of this value (in bytes). This avoids performance issues where the system might issue multiple very small requests.,ECVF_RenderThreadSafe
r.SparseVolumeTexture.Streaming.ShowDebugInfo,CVar,string,,r,GI,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.SparseVolumeTexture.Streaming.ShowDebugInfo=<值>` / `r.SparseVolumeTexture.Streaming.ShowDebugInfo <值>` 或 INI 中配置,Prints debug info about the streaming SVT instances to the screen.,ECVF_RenderThreadSafe
r.SplineMesh.NoRecreateProxy,CVar,string,,r,渲染管线,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.SplineMesh.NoRecreateProxy=<值>` / `r.SplineMesh.NoRecreateProxy <值>` 或 INI 中配置,"Optimization. If true, spline mesh proxies will not be recreated every time they are changed. They are simply updated.",
r.SplineMesh.RenderNanite,CVar,string,,r,Nanite,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.SplineMesh.RenderNanite=<值>` / `r.SplineMesh.RenderNanite <值>` 或 INI 中配置,"When true, allows spline meshes to render as Nanite when enabled on the mesh (otherwise uses fallback mesh).",
r.SplineMesh.SceneTextures.CaptureNextUpdate,CVar,string,,r,材质,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.SplineMesh.SceneTextures.CaptureNextUpdate=<值>` / `r.SplineMesh.SceneTextures.CaptureNextUpdate <值>` 或 INI 中配置,Set to 1 to perform a capture of the next spline mesh texture update.,ECVF_RenderThreadSafe
r.SplitScreenDebug.Enable,CVar,int32,0,r,渲染调试/可视化,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.SplitScreenDebug.Enable=<值>` / `r.SplitScreenDebug.Enable <值>` 或 INI 中配置,Debug feature to replace the main view with a pair of split screen views for testing purposes.,ECVF_Default
r.SSProfilesPreIntegratedTextureForceUpdate,CVar,int32,0,r,后处理,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.SSProfilesPreIntegratedTextureForceUpdate=<值>` / `r.SSProfilesPreIntegratedTextureForceUpdate <值>` 或 INI 中配置,0: Only update the preintegrated texture as needed.\n,ECVF_Cheat | ECVF_RenderThreadSafe
r.SSProfilesPreIntegratedTextureResolution,CVar,int32,64,r,后处理,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;1;32;64;128,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.SSProfilesPreIntegratedTextureResolution=<值>` / `r.SSProfilesPreIntegratedTextureResolution <值>` 或 INI 中配置,The resolution of the subsurface profile preintegrated texture.\n,ECVF_RenderThreadSafe
r.SSProfilesSamplingChannelSelection,CVar,int32,1,r,后处理,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.SSProfilesSamplingChannelSelection=<值>` / `r.SSProfilesSamplingChannelSelection <值>` 或 INI 中配置,0. Select the sampling channel based on max DMFP.\n,ECVF_RenderThreadSafe
r.SSR.HalfResSceneColor,CVar,string,,r,后处理,All,true,false,false,true,true,ReflectionQuality@0;ReflectionQuality@1;ReflectionQuality@2;ReflectionQuality@3;ReflectionQuality@Cine,Config/DefaultScalability.ini:946=1 | Config/DefaultScalability.ini:984=1 | Config/DefaultScalability.ini:1022=0 | Config/DefaultScalability.ini:1060=0 | Config/DefaultScalability.ini:1098=0,manual_value_review,,DefaultScalability.ini,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.SSR.HalfResSceneColor=<值>` / `r.SSR.HalfResSceneColor <值>` 或 INI 中配置,Use half res scene color as input for SSR. Improves performance without much of a visual quality loss.,ECVF_Scalability | ECVF_RenderThreadSafe
r.SSR.TiledComposite.Visualize,CVar,bool,0,r,后处理,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.SSR.TiledComposite.Visualize=<值>` / `r.SSR.TiledComposite.Visualize <值>` 或 INI 中配置,1: Visualize the tiling region.,ECVF_RenderThreadSafe | ECVF_Scalability
r.SSS.Burley.EnableProfileIdCache,CVar,int32,1,r,后处理,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.SSS.Burley.EnableProfileIdCache=<值>` / `r.SSS.Burley.EnableProfileIdCache <值>` 或 INI 中配置,0: Disable profile id cache using in the sampling pass.\n,ECVF_RenderThreadSafe
r.SSS.Checkerboard,CVar,int32,2,r,后处理,All,true,false,false,false,false,,Config/DefaultEngine.ini:38=1,manual_or_excluded_diagnostic,0;1;2;4,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.SSS.Checkerboard=<值>` / `r.SSS.Checkerboard <值>` 或 INI 中配置,Enables or disables checkerboard rendering for subsurface profile rendering.\n,ECVF_RenderThreadSafe
r.SSS.HalfRes.ForceSeparable,CVar,int32,1,r,后处理,All,true,false,false,false,true,,,manual_or_excluded_diagnostic,0;1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.SSS.HalfRes.ForceSeparable=<值>` / `r.SSS.HalfRes.ForceSeparable <值>` 或 INI 中配置,0: Use the implementation hint from the subsurface profile.\n,ECVF_RenderThreadSafe | ECVF_Scalability
r.SSS.Quality,CVar,int32,0,r,后处理,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,Config/DefaultScalability.ini:953=0 | Config/DefaultScalability.ini:991=0 | Config/DefaultScalability.ini:1029=1 | Config/DefaultScalability.ini:1067=1 | Config/DefaultScalability.ini:1105=1,manual_or_excluded_diagnostic,0;1,DefaultScalability.ini,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.SSS.Quality=<值>` / `r.SSS.Quality <值>` 或 INI 中配置,Defines the quality of the recombine pass when using the SubsurfaceScatteringProfile shading model\n,ECVF_RenderThreadSafe | ECVF_Scalability
r.StaticMesh.UpdateMeshLODGroupSettingsAtLoad,CVar,string,,r,渲染调试/可视化,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.StaticMesh.UpdateMeshLODGroupSettingsAtLoad=<值>` / `r.StaticMesh.UpdateMeshLODGroupSettingsAtLoad <值>` 或 INI 中配置,"If set, LODGroup settings for static meshes will be applied at load time.",
r.StencilForLODDither,CVar,int32,0,r,通用,All,false,true,false,false,false,,Config/DefaultEngine.ini:45=True,manual_or_excluded_diagnostic,0;1,Manual source/config review required,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.StencilForLODDither=<值>` / `r.StencilForLODDither <值>` 或 INI 中配置,"Whether to use stencil tests in the prepass, and depth-equal tests in the base pass to implement LOD dithering.\n",ECVF_RenderThreadSafe | ECVF_ReadOnly
r.Streaming.AllowParallelRenderAssetStreamingManagerIncrementalUpdate,CVar,string,,r,后处理,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.Streaming.AllowParallelRenderAssetStreamingManagerIncrementalUpdate=<值>` / `r.Streaming.AllowParallelRenderAssetStreamingManagerIncrementalUpdate <值>` 或 INI 中配置,Whether it is allowed for RenderAssetStreamingManager to use more cores using ParallelFor when doing the incremental update.,ECVF_Default
r.Streaming.AllowParallelStreamingRenderAssets,CVar,string,,r,后处理,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.Streaming.AllowParallelStreamingRenderAssets=<值>` / `r.Streaming.AllowParallelStreamingRenderAssets <值>` 或 INI 中配置,Whether it is allowed to do UpdateStreamingRenderAssets with a ParallelFor to use more cores.,ECVF_Default
r.Streaming.AllowUpdateResourceSize,CVar,string,,r,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.Streaming.AllowUpdateResourceSize=<值>` / `r.Streaming.AllowUpdateResourceSize <值>` 或 INI 中配置,AllowUpdateResourceSize,
r.Streaming.DefaultNoRefLODBias,CVar,string,,r,通用,All,true,false,false,false,true,,Config/DefaultScalability.ini:848=0 | Config/DefaultScalability.ini:868=0 | Config/DefaultScalability.ini:891=0 | Config/DefaultScalability.ini:914=0 | Config/DefaultScalability.ini:937=0,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.Streaming.DefaultNoRefLODBias=<值>` / `r.Streaming.DefaultNoRefLODBias <值>` 或 INI 中配置,The default LOD bias for no-ref meshes,ECVF_Scalability
r.Streaming.DeferredRemoveDynamicInstances,CVar,string,,r,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.Streaming.DeferredRemoveDynamicInstances=<值>` / `r.Streaming.DeferredRemoveDynamicInstances <值>` 或 INI 中配置,Whether to defer removing components from the dynamic instance manager to avoid stalling the game thread on component deregistration.,ECVF_Default
r.Streaming.EnableAssetUpdateAbandons,CVar,string,,r,后处理,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.Streaming.EnableAssetUpdateAbandons=<值>` / `r.Streaming.EnableAssetUpdateAbandons <值>` 或 INI 中配置,"Enable asset update abandon support, enables calls to FRenderAssetUpdate::TryAbandon & FRenderAssetUpdate::OnAbandon which can then be used to optionally decouple Asset Update internals that stall/prevent objects from being GC'd",ECVF_Default
r.Streaming.EnableAutoDetectNoStreamableTextures,CVar,string,,r,材质,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.Streaming.EnableAutoDetectNoStreamableTextures=<值>` / `r.Streaming.EnableAutoDetectNoStreamableTextures <值>` 或 INI 中配置,Enables auto-detection at cook time of primitive components with no streamable textures. Can also be turned-off at runtime to skip optimisation.,ECVF_Default
r.Streaming.EnableStrippingDuplicatePrimitiveComponent,CVar,string,,r,渲染管线,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.Streaming.EnableStrippingDuplicatePrimitiveComponent=<值>` / `r.Streaming.EnableStrippingDuplicatePrimitiveComponent <值>` 或 INI 中配置,Move UPrimitiveComponent from static instances to dynamic component manager when primitive is updated.,ECVF_Default
r.Streaming.EnableTexturesSamplingStreamingCache,CVar,string,,r,后处理,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.Streaming.EnableTexturesSamplingStreamingCache=<值>` / `r.Streaming.EnableTexturesSamplingStreamingCache <值>` 或 INI 中配置,Enables caching of material texture sampling (only used by texture streaming in a cooked build).,ECVF_Default
r.Streaming.FlushTimeOut,CVar,string,,r,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.Streaming.FlushTimeOut=<值>` / `r.Streaming.FlushTimeOut <值>` 或 INI 中配置,Time before we timeout when flushing streaming (default=3),ECVF_Default
r.Streaming.ForceUnlockMipsOnIOCancel,CVar,string,,r,材质,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.Streaming.ForceUnlockMipsOnIOCancel=<值>` / `r.Streaming.ForceUnlockMipsOnIOCancel <值>` 或 INI 中配置,Whether to force unlock mips on IO Cancel.,ECVF_Default
r.Streaming.MaxReferenceChecksBeforeStreamOut,CVar,string,,r,VR/XR,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.Streaming.MaxReferenceChecksBeforeStreamOut=<值>` / `r.Streaming.MaxReferenceChecksBeforeStreamOut <值>` 或 INI 中配置,Number of times the engine wait for references to be released before forcing streamout. (default=2),ECVF_Default
r.Streaming.ParallelRenderAssetsNumWorkgroups,CVar,string,,r,后处理,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.Streaming.ParallelRenderAssetsNumWorkgroups=<值>` / `r.Streaming.ParallelRenderAssetsNumWorkgroups <值>` 或 INI 中配置,How many workgroups we want to use for ParellelRenderAsset updates.,ECVF_Default
r.Streaming.StressTest,CVar,int32,0,r,后处理,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.Streaming.StressTest=<值>` / `r.Streaming.StressTest <值>` 或 INI 中配置,Set to non zero to stress test the streaming update.\n,ECVF_Cheat
r.Streaming.StressTest.ExtraAsyncLatency,CVar,int32,0,r,后处理,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.Streaming.StressTest.ExtraAsyncLatency=<值>` / `r.Streaming.StressTest.ExtraAsyncLatency <值>` 或 INI 中配置,An extra latency in milliseconds for each async task when doing the stress test.,ECVF_Cheat
r.Streaming.StressTest.ExtraIOLatency,CVar,int32,10,r,后处理,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;1;5;10;20,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.Streaming.StressTest.ExtraIOLatency=<值>` / `r.Streaming.StressTest.ExtraIOLatency <值>` 或 INI 中配置,An extra latency in milliseconds for each stream-in request when doing the stress test.,ECVF_Cheat
r.Streaming.StressTest.FramesForFullUpdate,CVar,int32,1,r,后处理,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.Streaming.StressTest.FramesForFullUpdate=<值>` / `r.Streaming.StressTest.FramesForFullUpdate <值>` 或 INI 中配置,Num frames to update texture states when doing the stress tests.,ECVF_Cheat
r.Streaming.StressTest.RayTracing.ExtraIOLatency,CVar,int32,0,r,光线追踪,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.Streaming.StressTest.RayTracing.ExtraIOLatency=<值>` / `r.Streaming.StressTest.RayTracing.ExtraIOLatency <值>` 或 INI 中配置,An extra latency in milliseconds for each ray tracing stream-in request when doing the stress test.,ECVF_Cheat
r.Streaming.TextureStreamInAbandonCallbackIOLatency,CVar,string,,r,材质,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.Streaming.TextureStreamInAbandonCallbackIOLatency=<值>` / `r.Streaming.TextureStreamInAbandonCallbackIOLatency <值>` 或 INI 中配置,"Texture stream in latency (in ms), only applied to the bulk request callkbacks when abandons are enabled, useful to induce a case where CanAbandon is called while the IO request is in flight",ECVF_Default
r.Streaming.TickAbandonedRenderAssetUpdatesOnStreamingUpdate,CVar,string,,r,后处理,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.Streaming.TickAbandonedRenderAssetUpdatesOnStreamingUpdate=<值>` / `r.Streaming.TickAbandonedRenderAssetUpdatesOnStreamingUpdate <值>` 或 INI 中配置,Tick abandoned render asset updates on every streaming update,ECVF_Default
r.Streaming.UseAsyncRequestsForDDC,CVar,string,,r,渲染管线,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.Streaming.UseAsyncRequestsForDDC=<值>` / `r.Streaming.UseAsyncRequestsForDDC <值>` 或 INI 中配置,Whether to use async DDC requests in order to react quickly to cancel and suspend rendering requests (default=0),ECVF_Default
r.Streaming.UseGenericStreamingPath,CVar,string,,r,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.Streaming.UseGenericStreamingPath=<值>` / `r.Streaming.UseGenericStreamingPath <值>` 或 INI 中配置,Control when to use the mip data provider implementation: (default=0)\n,ECVF_Default
r.Streaming.UseMobileLODBiasOnDesktopES31,CVar,string,,r,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.Streaming.UseMobileLODBiasOnDesktopES31=<值>` / `r.Streaming.UseMobileLODBiasOnDesktopES31 <值>` 或 INI 中配置,If set apply mobile Min LOD bias on desktop platforms when running in ES31 mode,
r.Streaming.UseTextureStreamingBuiltData,CVar,string,,r,材质,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.Streaming.UseTextureStreamingBuiltData=<值>` / `r.Streaming.UseTextureStreamingBuiltData <值>` 或 INI 中配置,Turn on/off usage of texture streaming built data (0 to turn off).,
r.Streaming.WorkerCountForParallelRenderAssetStreamingManagerIncrementalUpdate,CVar,string,,r,后处理,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`r.Streaming.WorkerCountForParallelRenderAssetStreamingManagerIncrementalUpdate=<值>` / `r.Streaming.WorkerCountForParallelRenderAssetStreamingManagerIncrementalUpdate <值>` 或 INI 中配置,Set the max number of workers when r.Streaming.AllowParallelRenderAssetStreamingManagerIncrementalUpdate is enabled.,ECVF_Default
r.Substrate.Debug.AdvancedVisualizationShaders,CVar,int32,0,r,材质,All,false,true,false,false,false,,,manual_or_excluded_diagnostic,0;1,Manual source/config review required,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.Substrate.Debug.AdvancedVisualizationShaders=<值>` / `r.Substrate.Debug.AdvancedVisualizationShaders <值>` 或 INI 中配置,Enable advanced Substrate material debug visualization shaders. Base pass shaders can output such advanced data.,ECVF_ReadOnly | ECVF_RenderThreadSafe
r.Substrate.Glints.LUT,CVar,int32,1,r,RHI/底层渲染接口,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.Substrate.Glints.LUT=<值>` / `r.Substrate.Glints.LUT <值>` 或 INI 中配置,Select one of the glint rendering LUT for testing.,ECVF_RenderThreadSafe
r.Substrate.SpecularProfile,CVar,int32,1,r,渲染调试/可视化,All,false,true,false,false,false,,,manual_or_excluded_diagnostic,0;1,Manual source/config review required,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`r.Substrate.SpecularProfile=<值>` / `r.Substrate.SpecularProfile <值>` 或 INI 中配置,"Enable Specular Profile support for Substrate slabs. If changed, shaders needs to be recompiled.",ECVF_ReadOnly | ECVF_RenderThreadSafe | ECVF_Preview | ECVF_MobileShaderChange
